Sentence #,Word,Tag
,the,O
,weather,O
,going,O
,to,O
,be,O
,like,O
,in,O
,Flint,B-city
,Hill,I-city
,in,B-timeRange
,9,I-timeRange
,years,I-timeRange
Sentence: 4216,Will,O
,it,O
,be,O
,cold,B-condition_temperature
,this,B-timeRange
,autumn,I-timeRange
,in,O
,Norfolk,B-country
,Island,I-country
Sentence: 4217,Will,O
,it,O
,get,O
,chillier,B-condition_temperature
,here,B-current_location
,?,O
Sentence: 4218,Will,O
,it,O
,get,O
,warmer,B-condition_temperature
,in,O
,Holy,B-geographic_poi
,Cross,I-geographic_poi
,Wilderness,I-geographic_poi
Sentence: 4219,Check,O
,the,O
,forecast,O
,for,O
,Keene,B-city
,.,O
Sentence: 4220,What's,O
,the,O
,weather,O
,at,O
,four,B-timeRange
,pm,I-timeRange
,in,O
,Honduras,B-country
Sentence: 4221,What's,O
,the,O
,weather,O
,forecast,O
,for,O
,Spain,B-country
,?,O
Sentence: 4222,Tell,O
,me,O
,if,O
,there,O
,is,O
,wind,B-condition_description
,in,O
,the,O
,forecast,O
,for,O
,Roaring,B-geographic_poi
,River,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4223,what,O
,is,O
,the,O
,forecast,O
,for,O
,Tschetter,B-city
,Colony,I-city
,on,O
,Ascension,B-timeRange
,Day,I-timeRange
,in,O
,Oregon,B-state
Sentence: 4224,I,O
,need,O
,the,O
,weather,O
,in,O
,ND,B-state
,in,B-timeRange
,three,I-timeRange
,hundred,I-timeRange
,fifty,I-timeRange
,one,I-timeRange
,days,I-timeRange
Sentence: 4225,Weather,O
,for,O
,jun.,B-timeRange
,ninth,I-timeRange
,2033,I-timeRange
,in,O
,San,B-city
,Pierre,I-city
,Romania,B-country
Sentence: 4226,Weather,O
,for,O
,Afghanistan,B-country
,in,B-timeRange
,one,I-timeRange
,minute,I-timeRange
Sentence: 4227,Will,O
,it,O
,be,O
,freezing,B-condition_temperature
,in,O
,the,O
,current,B-current_location
,position,I-current_location
,?,O
Sentence: 4228,Will,O
,it,O
,snow,B-condition_description
,in,O
,Granbury,B-city
,?,O
Sentence: 4229,Is,O
,it,O
,going,O
,to,O
,be,O
,hotter,B-condition_temperature
,in,O
,D'Lo,B-city
Sentence: 4230,Will,O
,there,O
,be,O
,fog,B-condition_description
,not,B-spatial_relation
,far,I-spatial_relation
,from,O
,Mexico,B-country
,on,O
,Apr.,B-timeRange
,27,I-timeRange
Sentence: 4231,What,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,56,B-timeRange
,weeks,I-timeRange
,from,I-timeRange
,now,I-timeRange
,,O
,will,O
,there,O
,be,O
,sun,B-condition_description
,in,O
,Tabor,B-city
,?,O
Sentence: 4232,Will,O
,there,O
,be,O
,a,O
,storm,B-condition_description
,faraway,B-spatial_relation
,from,O
,Chapman,B-city
,Ranch,I-city
,?,O
Sentence: 4233,What,O
,is,O
,the,O
,weather,O
,doing,O
,in,O
,South,B-state
,Carolina,I-state
,right,O
,now,B-timeRange
,?,O
Sentence: 4234,What's,O
,the,O
,wather,O
,in,O
,Coleville,B-city
,,O
,Kenya,B-country
Sentence: 4235,Is,O
,it,O
,forecast,O
,to,O
,be,O
,rainy,B-condition_description
,in,O
,Winchell,B-city
,,O
,Mississippi,B-state
,?,O
Sentence: 4236,Tell,O
,me,O
,if,O
,it'll,O
,be,O
,freezing,B-condition_temperature
,next,B-timeRange
,month,I-timeRange
,in,O
,Rhode,B-state
,Island,I-state
Sentence: 4237,What,O
,is,O
,the,O
,humidity,B-condition_description
,like,O
,in,O
,Leoti,B-city
Sentence: 4238,I,O
,need,O
,to,O
,know,O
,if,O
,its,O
,humid,B-condition_description
,in,O
,Greenback,B-city
,in,O
,Mongolia,B-country
Sentence: 4239,What's,O
,the,O
,weather,O
,forecast,O
,in,O
,Melcher-Dallas,B-city
,?,O
Sentence: 4240,Do,O
,you,O
,know,O
,if,O
,it,O
,will,O
,be,O
,chilly,B-condition_temperature
,today,B-timeRange
,in,O
,Puerto,B-country
,Rico,I-country
Sentence: 4241,what,O
,is,O
,the,O
,Philippines,B-country
,forecast,O
,for,O
,humid,B-condition_description
,weather,O
Sentence: 4242,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,close,B-spatial_relation
,by,I-spatial_relation
,Brown,B-geographic_poi
,County,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
,for,O
,meal,B-timeRange
,time,O
Sentence: 4243,What,O
,is,O
,the,O
,weather,O
,forecast,O
,in,B-timeRange
,nine,I-timeRange
,months,I-timeRange
,within,B-spatial_relation
,walking,I-spatial_relation
,distance,I-spatial_relation
,of,O
,Ohio,B-state
Sentence: 4244,What,O
,weather,O
,will,O
,it,O
,be,O
,in,O
,Battlement,B-city
,Mesa,I-city
,?,O
Sentence: 4245,What,O
,will,O
,be,O
,the,O
,night,B-timeRange
,temperate,B-condition_temperature
,in,O
,Indiana,B-state
,?,O
Sentence: 4246,will,O
,it,O
,rain,B-condition_description
,today,B-timeRange
,in,O
,Circleville,B-city
Sentence: 4247,What's,O
,the,O
,weather,O
,here,B-current_location
,at,O
,2,B-timeRange
,PM.,I-timeRange
Sentence: 4248,Is,O
,it,O
,going,O
,to,O
,be,O
,humid,B-condition_description
,faraway,B-spatial_relation
,from,O
,here,B-current_location
,around,B-spatial_relation
,dinner,B-timeRange
,time,O
Sentence: 4249,Can,O
,you,O
,give,O
,me,O
,the,O
,weather,O
,forecast,O
,for,O
,Nov.,B-timeRange
,9th,I-timeRange
,for,O
,Lakeview,B-city
,Heights,I-city
,,O
,LA,B-state
Sentence: 4250,What,O
,is,O
,the,O
,weather,O
,like,O
,within,B-spatial_relation
,walking,I-spatial_relation
,distance,I-spatial_relation
,of,O
,the,O
,Nationalpark,B-geographic_poi
,Drawa,I-geographic_poi
Sentence: 4251,forecast,O
,for,O
,Addo-Elefanten-Nationalpark,B-geographic_poi
Sentence: 4252,Warren,B-geographic_poi
,Island,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
,distant,B-spatial_relation
,Weather,O
,forecast,O
,for,O
,11,B-timeRange
,am,I-timeRange
Sentence: 4253,Will,O
,it,O
,be,O
,hot,B-condition_temperature
,on,O
,orthodox,B-timeRange
,good,I-timeRange
,friday,I-timeRange
,in,O
,Michigan,B-state
,and,O
,close-by,B-spatial_relation
Sentence: 4254,Is,O
,the,O
,weather,O
,temperate,B-condition_temperature
,in,O
,Millinocket,B-city
,?,O
Sentence: 4255,what,O
,is,O
,the,O
,forecast,O
,for,O
,assumption,B-timeRange
,of,I-timeRange
,mary,I-timeRange
,in,O
,IN,B-state
,for,O
,the,O
,weather,O
,depression,B-condition_description
Sentence: 4256,what,O
,will,O
,the,O
,weather,O
,be,O
,in,B-timeRange
,four,I-timeRange
,weeks,I-timeRange
,around,B-spatial_relation
,Tsingy,B-geographic_poi
,de,I-geographic_poi
,Bemaraha,I-geographic_poi
,Strict,I-geographic_poi
,Nature,I-geographic_poi
,Reserve,I-geographic_poi
,?,O
Sentence: 4257,What's,O
,the,O
,forecast,O
,for,O
,Spenard,B-city
,,O
,GU,B-state
,?,O
Sentence: 4258,what,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,at,O
,noon,B-timeRange
,in,O
,Brunei,B-country
Sentence: 4259,what,O
,is,O
,the,O
,chilly,B-condition_temperature
,forecast,O
,for,O
,Mustoe,B-city
,North,B-state
,Carolina,I-state
Sentence: 4260,Will,O
,it,O
,be,O
,warmer,B-condition_temperature
,at,O
,15,B-timeRange
,o'clock,I-timeRange
,in,O
,Deepwater,B-city
,,O
,Bonaire,B-country
Sentence: 4261,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Theodore,B-geographic_poi
,Roosevelt,I-geographic_poi
,Inaugural,I-geographic_poi
,National,I-geographic_poi
,Historic,I-geographic_poi
,Site,I-geographic_poi
Sentence: 4262,what,O
,is,O
,the,O
,colder,B-condition_temperature
,forecast,O
,for,O
,Nationaal,B-geographic_poi
,park,I-geographic_poi
,Bidoup,I-geographic_poi
,Núi,I-geographic_poi
,Bà,I-geographic_poi
,in,B-timeRange
,a,I-timeRange
,week,I-timeRange
Sentence: 4263,Is,O
,it,O
,supposed,O
,to,O
,be,O
,chilly,B-condition_temperature
,in,O
,DE,B-state
,tonight,B-timeRange
,?,O
Sentence: 4264,What,O
,is,O
,the,O
,weather,O
,like,O
,in,O
,Long,B-city
,Beach,I-city
,United,B-country
,Kingdom,I-country
Sentence: 4265,Will,O
,it,O
,be,O
,hot,B-condition_temperature
,in,O
,New,B-state
,York,I-state
,on,O
,october,B-timeRange
,the,I-timeRange
,1st,I-timeRange
,2026,I-timeRange
,?,O
Sentence: 4266,what,O
,is,O
,the,O
,NH,B-state
,forecast,O
,for,O
,Mexican,B-city
,Hat,I-city
Sentence: 4267,what,O
,is,O
,the,O
,weather,O
,like,O
,now,B-timeRange
,in,O
,AK,B-state
Sentence: 4268,Is,O
,it,O
,snowy,B-condition_description
,in,O
,Ocean,B-city
,Shores,I-city
Sentence: 4269,How,O
,hot,B-condition_temperature
,is,O
,it,O
,in,O
,Pesotum,B-city
Sentence: 4270,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,thirteen,B-timeRange
,seconds,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Ukraine,B-country
Sentence: 4271,what,O
,is,O
,the,O
,Random,B-city
,Lake,I-city
,forecast,O
,for,O
,hot,B-condition_temperature
,temps,O
Sentence: 4272,What's,O
,the,O
,weather,O
,in,O
,Macclenny,B-city
Sentence: 4273,How,O
,is,O
,the,O
,forecast,O
,for,O
,OK,B-state
,?,O
Sentence: 4274,Will,O
,it,O
,be,O
,freezing,B-condition_temperature
,in,O
,New,B-city
,Preston,I-city
,Venezuela,B-country
,?,O
Sentence: 4275,Will,O
,it,O
,be,O
,warmer,B-condition_temperature
,in,O
,AMnicon,B-geographic_poi
,Falls,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
,?,O
Sentence: 4276,Will,O
,there,O
,be,O
,a,O
,blizzard,B-condition_description
,at,O
,a,O
,4,B-timeRange
,AM,I-timeRange
,in,O
,Sky,B-city
,Valley,I-city
Sentence: 4277,What,O
,is,O
,the,O
,forecast,O
,for,O
,here,B-current_location
Sentence: 4278,Tell,O
,me,O
,the,O
,predicted,O
,weather,O
,once,O
,I,O
,travel,O
,faraway,B-spatial_relation
,to,O
,Crimson,B-geographic_poi
,Lake,I-geographic_poi
,Provincial,I-geographic_poi
,Park,I-geographic_poi
,.,O
Sentence: 4279,in,O
,Taiwan,B-country
,will,O
,there,O
,be,O
,rainfall,B-condition_description
,in,O
,Willimantic,B-city
Sentence: 4280,Is,O
,there,O
,a,O
,blizzard,B-condition_description
,coming,O
,to,O
,North,B-city
,Bonneville,I-city
,,O
,OH,B-state
,around,O
,10,B-timeRange
,o'clock,I-timeRange
,?,O
Sentence: 4281,Is,O
,it,O
,chilly,B-condition_temperature
,in,O
,FM,B-state
Sentence: 4282,show,O
,weather,O
,forcast,O
,for,O
,T.H.,B-geographic_poi
,Stone,I-geographic_poi
,Memorial,I-geographic_poi
,St.,I-geographic_poi
,Joseph,I-geographic_poi
,Peninsula,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
,on,O
,one,B-timeRange
,hour,I-timeRange
,from,I-timeRange
,now,I-timeRange
Sentence: 4283,I,O
,need,O
,to,O
,know,O
,the,O
,weather,O
,seven,B-timeRange
,weeks,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Morgan–Monroe,B-geographic_poi
,State,I-geographic_poi
,Forest,I-geographic_poi
Sentence: 4284,What's,O
,the,O
,forecast,O
,for,O
,the,O
,weather,O
,at,O
,eight,B-timeRange
,am,I-timeRange
,in,O
,Oxford,B-city
,?,O
Sentence: 4285,Is,O
,it,O
,snowy,B-condition_description
,in,O
,DeMotte,B-city
,MS,B-state
Sentence: 4286,forecast,O
,for,O
,Antelope,B-geographic_poi
,Island,I-geographic_poi
,and,O
,other,O
,spots,O
,within,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
Sentence: 4287,what,O
,is,O
,the,O
,ME,B-state
,forecast,O
,for,O
,Joanna,B-city
Sentence: 4288,Will,O
,it,O
,be,O
,freezing,B-condition_temperature
,here,B-current_location
,in,B-timeRange
,9,I-timeRange
,seconds,I-timeRange
Sentence: 4289,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Colfax,B-city
,,O
,Senegal,B-country
,on,O
,1/1/2031,B-timeRange
Sentence: 4290,Tell,O
,me,O
,if,O
,it'll,O
,be,O
,freezing,B-condition_temperature
,333,B-timeRange
,days,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Caplinger,B-city
,Mills,I-city
,,O
,Florida,B-state
Sentence: 4291,What,O
,will,O
,the,O
,weather,O
,be,O
,in,O
,Albania,B-country
,at,O
,11:56,B-timeRange
,.,O
Sentence: 4292,What,O
,is,O
,the,O
,forecast,O
,for,O
,Iceland,B-country
,and,O
,Danville,B-city
,for,O
,rain,B-condition_description
,for,O
,nine,B-timeRange
,months,I-timeRange
,from,I-timeRange
,now,I-timeRange
Sentence: 4293,how,O
,much,O
,rain,B-condition_description
,are,O
,we,O
,getting,O
,in,O
,current,B-current_location
,position,I-current_location
Sentence: 4294,What's,O
,the,O
,weather,O
,here,B-current_location
Sentence: 4295,What,O
,is,O
,the,O
,forecast,O
,for,O
,Farmerville,B-city
,in,O
,Cape,B-country
,Verde,I-country
Sentence: 4296,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,one,B-timeRange
,year,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Kulpsville,B-city
,,O
,Togo,B-country
Sentence: 4297,Is,O
,it,O
,forecast,O
,to,O
,be,O
,windy,B-condition_description
,here,B-current_location
,in,B-timeRange
,seven,I-timeRange
,seconds,I-timeRange
,?,O
Sentence: 4298,Is,O
,it,O
,going,O
,to,O
,be,O
,snowy,B-condition_description
,in,O
,Ochopee,B-city
,Massachusetts,B-state
,?,O
Sentence: 4299,What's,O
,the,O
,weather,O
,forecast,O
,for,O
,TN,B-state
,on,O
,december,B-timeRange
,seventh,I-timeRange
,2026,I-timeRange
,?,O
Sentence: 4300,What,O
,will,O
,the,O
,weather,O
,be,O
,in,O
,Rutherfordton,B-city
,Rhode,B-state
,Island,I-state
,on,O
,September,B-timeRange
,22nd,I-timeRange
,2017,I-timeRange
,?,O
Sentence: 4301,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Maryland,B-state
Sentence: 4302,Is,O
,it,O
,going,O
,to,O
,be,O
,freezing,B-condition_temperature
,at,O
,tea,B-timeRange
,time,O
,in,O
,Michigantown,B-city
,,O
,KS,B-state
Sentence: 4303,What,O
,will,O
,it,O
,be,O
,like,O
,feb.,B-timeRange
,the,I-timeRange
,twentieth,I-timeRange
,in,O
,Colorado,B-state
Sentence: 4304,What,O
,is,O
,the,O
,weather,O
,forecast,O
,two,B-timeRange
,hours,I-timeRange
,and,I-timeRange
,seventeen,I-timeRange
,seconds,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Elgin,B-geographic_poi
,Schoolhouse,I-geographic_poi
,State,I-geographic_poi
,Historic,I-geographic_poi
,Site,I-geographic_poi
Sentence: 4305,Will,O
,it,O
,be,O
,colder,B-condition_temperature
,at,O
,five,B-timeRange
,o'clock,I-timeRange
,at,O
,the,O
,Apolobamba,B-geographic_poi
,Integrated,I-geographic_poi
,Management,I-geographic_poi
,Natural,I-geographic_poi
,Area,I-geographic_poi
Sentence: 4306,Is,O
,there,O
,snowstorm,B-condition_description
,in,O
,LA,B-state
,?,O
Sentence: 4307,What,O
,was,O
,the,O
,weather,O
,like,O
,last,B-timeRange
,may,I-timeRange
,at,O
,Altai,B-geographic_poi
,Tavan,I-geographic_poi
,Bogd,I-geographic_poi
,National,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4308,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,1,B-timeRange
,hour,I-timeRange
,from,I-timeRange
,now,I-timeRange
,for,O
,Town,B-city
,West,I-city
,,O
,Nevada,B-state
Sentence: 4309,Will,O
,there,O
,be,O
,a,O
,blizzard,B-condition_description
,in,O
,North,B-state
,Carolina,I-state
Sentence: 4310,Will,O
,it,O
,rain,B-condition_description
,in,O
,Barberville,B-city
Sentence: 4311,What,O
,is,O
,the,O
,weather,O
,forecast,O
,131,B-timeRange
,days,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Atanassow-See,B-geographic_poi
Sentence: 4312,Is,O
,it,O
,warm,B-condition_temperature
,in,O
,New,B-state
,Jersey,I-state
,in,B-timeRange
,23,I-timeRange
,minutes,I-timeRange
,and,I-timeRange
,fourteen,I-timeRange
,seconds,I-timeRange
Sentence: 4313,whats,O
,the,O
,weather,O
,forecast,O
,in,O
,Nicaragua,B-country
Sentence: 4314,What's,O
,the,O
,weather,O
,forecast,O
,for,O
,Oman,B-country
,2,B-timeRange
,months,I-timeRange
,from,I-timeRange
,now,I-timeRange
,?,O
Sentence: 4315,what,O
,is,O
,the,O
,weather,O
,of,O
,New,B-geographic_poi
,Jersey,I-geographic_poi
,Palisades,I-geographic_poi
,at,O
,three,B-timeRange
,hundred,I-timeRange
,three,I-timeRange
,days,I-timeRange
,from,I-timeRange
,now,I-timeRange
Sentence: 4316,Is,O
,it,O
,warm,B-condition_temperature
,in,O
,Albania,B-country
,at,O
,noon,B-timeRange
Sentence: 4317,Will,O
,it,O
,be,O
,foggy,B-condition_description
,in,O
,1,B-timeRange
,hour,I-timeRange
,and,I-timeRange
,1,I-timeRange
,minute,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,OK,B-state
Sentence: 4318,Is,O
,it,O
,warm,B-condition_temperature
,here,B-current_location
,now,B-timeRange
,?,O
Sentence: 4319,what,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Moffett,B-city
Sentence: 4320,What,O
,is,O
,the,O
,forecasted,O
,humidity,B-condition_description
,in,O
,Ghana,B-country
,for,O
,Epiphany,B-timeRange
Sentence: 4321,What's,O
,the,O
,weather,O
,here,B-current_location
,at,O
,three,B-timeRange
,PM,I-timeRange
Sentence: 4322,I,O
,need,O
,the,O
,weather,O
,at,O
,eleven,B-timeRange
,AM,I-timeRange
,in,O
,Argentina,B-country
Sentence: 4323,What's,O
,the,O
,weather,O
,in,B-timeRange
,twenty,I-timeRange
,five,I-timeRange
,days,I-timeRange
,in,O
,Hagerman,B-geographic_poi
,National,I-geographic_poi
,Wildlife,I-geographic_poi
,Refuge,I-geographic_poi
Sentence: 4324,at,O
,ten,B-timeRange
,am,I-timeRange
,what,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,nearby,B-spatial_relation
,in,O
,Cyprus,B-country
Sentence: 4325,Is,O
,it,O
,going,O
,to,O
,hail,B-condition_description
,in,O
,Mount,B-geographic_poi
,San,I-geographic_poi
,Jacinto,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4326,Is,O
,it,O
,colder,B-condition_temperature
,in,O
,Paraguay,B-country
,this,O
,morning,B-timeRange
Sentence: 4327,will,O
,there,O
,be,O
,s,O
,snowstorm,B-condition_description
,at,O
,my,O
,current,B-current_location
,location,I-current_location
,this,O
,week,B-timeRange
Sentence: 4328,what,O
,will,O
,the,O
,weather,O
,be,O
,in,O
,Mascoutah,B-city
,,O
,Tanzania,B-country
,at,O
,09:04:38,B-timeRange
,am,I-timeRange
Sentence: 4329,Can,O
,you,O
,give,O
,me,O
,the,O
,forecast,O
,for,O
,Osgood,B-city
Sentence: 4330,Will,O
,it,O
,be,O
,hot,B-condition_temperature
,three,B-timeRange
,minutes,I-timeRange
,from,I-timeRange
,now,I-timeRange
,faraway,B-spatial_relation
,from,O
,Saint,B-geographic_poi
,Croix,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4331,will,O
,it,O
,be,O
,sunny,B-condition_description
,in,O
,my,O
,current,B-current_location
,place,I-current_location
,at,O
,6,B-timeRange
,am,I-timeRange
Sentence: 4332,will,O
,the,O
,weather,O
,be,O
,warm,B-condition_temperature
,far,B-spatial_relation
,from,O
,Niger,B-country
,at,O
,15,B-timeRange
,o'clock,I-timeRange
Sentence: 4333,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Sep.,B-timeRange
,the,I-timeRange
,14th,I-timeRange
,2038,I-timeRange
,in,O
,North,B-state
,Dakota,I-state
Sentence: 4334,What,O
,is,O
,the,O
,forecast,O
,in,O
,Heber,B-city
Sentence: 4335,What's,O
,the,O
,weather,O
,forecast,O
,for,O
,Connecticut,B-state
Sentence: 4336,What's,O
,the,O
,forecast,O
,in,O
,Stobo,B-city
,?,O
Sentence: 4337,What,O
,is,O
,the,O
,forecast,O
,in,O
,Kearneysville,B-city
Sentence: 4338,what,O
,is,O
,the,O
,weather,O
,forecast,O
,close-by,B-spatial_relation
,Bermuda,B-country
Sentence: 4339,Will,O
,it,O
,be,O
,stormy,B-condition_description
,in,O
,Deposit,B-city
Sentence: 4340,What,O
,is,O
,the,O
,weather,O
,like,O
,right,O
,now,B-timeRange
,in,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
,as,O
,Georgia,B-state
Sentence: 4341,what,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,Piqua,B-city
,on,O
,Pearl,B-timeRange
,Harbor,I-timeRange
,Remembrance,I-timeRange
,Day,I-timeRange
Sentence: 4342,Will,O
,it,O
,be,O
,cold,B-condition_temperature
,in,O
,Wheatley,B-geographic_poi
,Provincial,I-geographic_poi
,Park,I-geographic_poi
,?,O
Sentence: 4343,What,O
,is,O
,the,O
,forecast,O
,on,O
,12/9/2039,B-timeRange
,at,O
,Florida,B-geographic_poi
,Caverns,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4344,Will,O
,it,O
,be,O
,chilly,B-condition_temperature
,in,O
,Penuelas,B-city
,Indonesia,B-country
,on,O
,Nov.,B-timeRange
,26th,I-timeRange
,2030,I-timeRange
Sentence: 4345,What's,O
,the,O
,weather,O
,going,O
,to,O
,be,O
,in,O
,Yemen,B-country
,in,B-timeRange
,one,I-timeRange
,minute,I-timeRange
,?,O
Sentence: 4346,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,my,O
,current,B-current_location
,place,I-current_location
,?,O
Sentence: 4347,what,O
,is,O
,the,O
,weather,O
,forecast,O
,in,B-timeRange
,11,I-timeRange
,seconds,I-timeRange
,for,O
,Frederick,B-geographic_poi
,Douglass,I-geographic_poi
,National,I-geographic_poi
,Historic,I-geographic_poi
,Site,I-geographic_poi
Sentence: 4348,what,O
,will,O
,the,O
,weather,O
,be,O
,within,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
,of,O
,Weir,B-geographic_poi
,Farm,I-geographic_poi
,National,I-geographic_poi
,Historic,I-geographic_poi
,Site,I-geographic_poi
Sentence: 4349,Tell,O
,me,O
,if,O
,it'll,O
,be,O
,humid,B-condition_description
,at,O
,eighteen,B-timeRange
,o'clock,I-timeRange
,in,O
,my,O
,current,B-current_location
,spot,I-current_location
Sentence: 4350,Weather,O
,for,O
,here,B-current_location
,right,O
,now,B-timeRange
Sentence: 4351,Is,O
,it,O
,going,O
,to,O
,be,O
,chilly,B-condition_temperature
,today,B-timeRange
,in,O
,Abo,B-city
,,O
,WI,B-state
Sentence: 4352,Will,O
,it,O
,be,O
,windy,B-condition_description
,in,O
,Tequesta,B-city
,?,O
Sentence: 4353,What,O
,is,O
,the,O
,weather,O
,forecast,O
,for,O
,three,B-timeRange
,in,O
,Whitewood,B-city
,,O
,Rhode,B-state
,Island,I-state
Sentence: 4354,What,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,at,O
,two,B-timeRange
,o'clock,I-timeRange
,in,O
,El,B-country
,Salvador,I-country
Sentence: 4355,What,O
,is,O
,the,O
,weather,O
,in,O
,Taiwan,B-country
Sentence: 4356,is,O
,it,O
,freezing,B-condition_temperature
,in,O
,Prompton,B-city
Sentence: 4357,Is,O
,it,O
,going,O
,to,O
,be,O
,cold,B-condition_temperature
,once,O
,I,O
,get,O
,within,B-spatial_relation
,walking,I-spatial_relation
,distance,I-spatial_relation
,of,O
,my,O
,home,O
,in,O
,New,B-country
,Caledonia,I-country
,?,O
Sentence: 4358,How,O
,is,O
,the,O
,weather,O
,far,B-spatial_relation
,from,O
,my,O
,current,B-current_location
,place,I-current_location
,in,B-timeRange
,42,I-timeRange
,weeks,I-timeRange
,?,O
Sentence: 4359,What's,O
,the,O
,weather,O
,in,O
,Blackman,B-city
,Jordan,B-country
Sentence: 4360,What,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,on,O
,january,B-timeRange
,the,I-timeRange
,twenty-third,I-timeRange
,2034,I-timeRange
,in,O
,GA,B-state
Sentence: 4361,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,for,O
,my,O
,current,B-current_location
,spot,I-current_location
Sentence: 4362,Weather,O
,for,O
,my,O
,nearby,B-spatial_relation
,current,B-current_location
,location,I-current_location
Sentence: 4363,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,for,O
,Missouri,B-state
Sentence: 4364,Tell,O
,me,O
,the,O
,weather,O
,forecast,O
,1,B-timeRange
,hour,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Big,B-geographic_poi
,Thicket,I-geographic_poi
,National,I-geographic_poi
,Preserve,I-geographic_poi
Sentence: 4365,what,O
,is,O
,the,O
,7,B-timeRange
,day,B-timeRange
,for,O
,Cheat,B-geographic_poi
,Canyon,I-geographic_poi
,Wildlife,I-geographic_poi
,Management,I-geographic_poi
,Area,I-geographic_poi
Sentence: 4366,what,O
,is,O
,the,O
,forecast,O
,for,O
,Orienta,B-city
,for,O
,hotter,B-condition_temperature
,weather,O
Sentence: 4367,What,O
,will,O
,the,O
,weather,O
,be,O
,like,O
,19,B-timeRange
,minutes,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Nepal,B-country
Sentence: 4368,What's,O
,the,O
,weather,O
,in,O
,Parthenon,B-city
Sentence: 4369,Will,O
,it,O
,be,O
,warm,B-condition_temperature
,next,B-timeRange
,winter,I-timeRange
,in,O
,Smolan,B-city
,,O
,Burkina,B-country
Sentence: 4370,Is,O
,it,O
,nice,O
,in,O
,PW,B-state
Sentence: 4371,What's,O
,the,O
,weather,O
,like,O
,in,O
,Serbia,B-country
Sentence: 4372,What's,O
,the,O
,forecast,O
,for,O
,KS,B-state
,for,O
,Jan.,B-timeRange
,first,I-timeRange
,?,O
Sentence: 4373,What,O
,will,O
,the,O
,weather,O
,be,O
,in,O
,Corcovado,B-geographic_poi
,National,I-geographic_poi
,Park,I-geographic_poi
,on,O
,december,B-timeRange
,the,I-timeRange
,fifth,I-timeRange
,?,O
Sentence: 4374,What,O
,is,O
,the,O
,forecast,O
,at,O
,four,B-timeRange
,AM,I-timeRange
,in,O
,Zambia,B-country
Sentence: 4375,Is,O
,it,O
,currently,O
,cold,B-condition_temperature
,in,O
,Elsmore,B-city
,,O
,Luxembourg,B-country
,?,O
Sentence: 4376,Is,O
,there,O
,a,O
,freezing,B-condition_temperature
,forecast,O
,for,O
,Minto,B-city
,,O
,Nicaragua,B-country
,?,O
Sentence: 4377,Is,O
,it,O
,getting,O
,colder,B-condition_temperature
,in,O
,Leonard,B-geographic_poi
,Harrison,I-geographic_poi
,State,I-geographic_poi
,Park,I-geographic_poi
Sentence: 4378,what,O
,is,O
,the,O
,forecast,O
,for,O
